species,sex,beak_length,beak_depth,tarsus_length,wing_length,tail_length
Cyanomitra olivacea,F,,,,56.0,41.0
Cyanomitra olivacea,F,,,,57.0,43.0
Cyanomitra olivacea,M,,,,60.0,51.0
Cyanomitra olivacea,F,,,,55.0,40.0
Cyanomitra olivacea,F,,,,53.0,41.0
Cyanomitra olivacea,M,,,,62.0,49.0
Cyanomitra olivacea,M,,,,63.0,
Cyanomitra olivacea,F,,,,54.0,42.0
Cyanomitra olivacea,U,,,,53.0,40.0
Cyanomitra olivacea,U,,,,57.0,42.0
Cyanomitra olivacea,M,,,,63.0,53.0
Cyanomitra olivacea,M,,,,58.0,45.0
Cyanomitra olivacea,F,,,,55.0,40.0
Cyanomitra olivacea,F,,,,55.0,41.0
Cyanomitra olivacea,M,,,,62.0,49.0
Cyanomitra olivacea,U,,,,64.0,54.0
Cyanomitra olivacea,F,,,,55.0,46.0
Cyanomitra olivacea,U,,,,56.0,41.0
Cyanomitra olivacea,U,,,,63.0,50.0
Cyanomitra olivacea,M,,,,64.0,49.0
Cyanomitra olivacea,M,,,,63.0,49.0
Cyanomitra olivacea,U,,,,56.0,43.0
Cyanomitra olivacea,U,,,,63.0,52.0
Cyanomitra olivacea,M,,,,64.0,51.0
Cyanomitra olivacea,U,,,,56.0,41.0
Cyanomitra olivacea,M,,,,62.0,53.0
Cyanomitra olivacea,U,,,,62.0,47.0
Cyanomitra olivacea,F,,,,54.0,41.0
Cyanomitra olivacea,M,,,,61.0,47.0
Cyanomitra olivacea,U,,,,60.0,50.0
Cyanomitra olivacea,U,,,,56.0,43.0
Cyanomitra olivacea,U,,,,61.0,49.0
Cyanomitra olivacea,U,,,,56.0,43.0
Cyanomitra olivacea,M,,,,60.0,50.0
Cyanomitra olivacea,M,,,,64.0,53.0
Cyanomitra olivacea,F,,,,57.0,42.0
Cyanomitra olivacea,F,,,,55.0,41.0
Cyanomitra olivacea,F,,,,54.0,36.0
Cyanomitra olivacea,U,,,,63.0,53.0
Cyanomitra olivacea,M,,,,61.0,48.0
Cyanomitra olivacea,U,,,,57.0,40.0
Cyanomitra olivacea,U,,,,61.0,49.0
Cyanomitra olivacea,M,,,,58.0,47.0
Cyanomitra olivacea,U,,,,63.0,46.0
Cyanomitra olivacea,M,,,,,51.0
Cyanomitra olivacea,U,,,,54.0,40.0
Cyanomitra olivacea,U,,,,63.0,53.0
Cyanomitra olivacea,M,,,,61.0,46.0
Cyanomitra olivacea,U,,,,,49.0
Cyanomitra olivacea,U,,,,57.0,40.0
Cyanomitra olivacea,U,,,,56.0,41.0
Cyanomitra olivacea,U,,,,61.0,46.0
Cyanomitra olivacea,U,,,,54.0,40.0
Cyanomitra olivacea,U,,,,58.0,43.0
Cyanomitra olivacea,U,,,,59.0,45.0
Cyanomitra olivacea,U,,,,59.0,41.0
Cyanomitra olivacea,F,,,,55.0,41.0
Cyanomitra olivacea,U,,,,61.0,51.0
Cyanomitra olivacea,U,,,,58.0,42.0
Cyanomitra olivacea,F,,,,60.0,42.0
Cyanomitra olivacea,U,,,,64.0,55.0
Cyanomitra olivacea,U,,,,65.0,49.0
Cyanomitra olivacea,F,,,17.2,57.0,42.0
Cyanomitra olivacea,U,,,15.5,65.0,54.0
Cyanomitra olivacea,U,22.6,3.2,15.7,53.0,40.0
Cyanomitra olivacea,M,23.5,3.5,16.4,61.5,57.0
Cyanomitra olivacea,U,21.7,3.0,16.5,53.0,38.0
Cyanomitra olivacea,U,22.2,3.1,,53.0,45.0
Cyanomitra olivacea,M,22.6,3.3,16.4,60.0,
Cyanomitra olivacea,M,24.0,3.5,17.4,59.0,40.0
Cyanomitra olivacea,F,19.8,3.2,16.9,52.0,39.0
Cyanomitra olivacea,M,22.8,2.6,16.8,58.0,47.0
Cyanomitra olivacea,F,21.5,3.2,16.5,52.0,42.0
Cyanomitra olivacea,M,21.2,3.4,18.0,56.0,45.0
Cyanomitra olivacea,M,22.8,3.8,16.2,59.0,51.0
Cyanomitra olivacea,M,23.2,3.3,17.5,60.0,52.0
Cyanomitra olivacea,M,22.8,3.3,16.9,59.0,50.0
Cyanomitra olivacea,F,21.5,3.1,14.5,52.0,42.0
Cyanomitra olivacea,M,25.7,3.2,18.2,57.0,45.0
Cyanomitra olivacea,U,22.2,2.9,16.3,53.0,39.0
Cyanomitra olivacea,M,23.4,3.7,15.5,60.0,55.0
Cyanomitra olivacea,F,23.2,2.9,15.2,52.0,42.0
Cyanomitra olivacea,M,23.4,3.6,16.6,59.0,52.0
Cyanomitra olivacea,M,23.6,3.5,16.7,62.0,52.0
Cyanomitra olivacea,F,23.3,3.2,17.7,54.0,46.0
Cyanomitra olivacea,F,22.3,3.2,15.4,52.0,52.0
Cyanomitra olivacea,M,22.8,3.2,15.0,59.0,52.0
Cyanomitra olivacea,M,22.6,3.2,15.1,59.0,51.0
Cyanomitra olivacea,F,22.5,3.2,15.1,53.0,42.0
Cyanomitra olivacea,F,20.4,2.5,18.3,54.0,42.0
Cyanomitra olivacea,F,21.3,3.5,15.3,55.0,43.0
Cyanomitra olivacea,M,23.0,3.6,16.2,62.0,54.0
Cyanomitra olivacea,F,21.9,3.3,15.7,55.0,42.0
Cyanomitra olivacea,F,20.8,3.2,15.8,55.0,44.0
Cyanomitra olivacea,U,21.7,3.4,14.6,61.0,51.0
Cyanomitra olivacea,U,19.6,2.9,13.9,52.0,41.0
Cyanomitra olivacea,M,23.9,3.5,13.1,62.0,55.0
Cyanomitra olivacea,M,21.9,3.3,15.7,60.0,51.0
Cyanomitra olivacea,M,22.0,3.8,18.5,61.0,53.0
Cyanomitra olivacea,M,22.5,3.5,17.8,60.0,54.0
Cyanomitra olivacea,M,23.1,2.6,18.1,60.0,54.0
Cyanomitra olivacea,M,23.1,3.7,17.8,61.0,55.0
Cyanomitra olivacea,F,22.6,2.8,17.5,55.0,44.0
Cyanomitra olivacea,F,20.1,3.1,15.6,53.0,
Cyanomitra olivacea,M,24.2,3.3,17.2,60.0,55.0
Cyanomitra olivacea,F,23.1,3.3,17.8,54.0,40.0
Cyanomitra olivacea,M,23.9,3.2,16.7,56.0,40.0
Cyanomitra olivacea,M,24.0,,,65.0,59.0
Cyanomitra olivacea,M,23.4,,,59.0,47.0
Cyanomitra olivacea,U,25.5,3.2,15.5,60.0,53.0
Cyanomitra olivacea,U,23.3,3.0,15.3,52.0,43.0
Cyanomitra olivacea,U,24.1,2.8,17.0,56.0,44.0
Cyanomitra olivacea,U,25.5,3.1,17.8,60.0,55.0
Cyanomitra olivacea,U,26.7,3.1,16.0,63.0,55.0
Cyanomitra olivacea,U,24.4,2.6,16.8,53.0,42.0
Cyanomitra olivacea,U,25.6,2.7,15.9,58.0,50.0
Cyanomitra olivacea,U,22.9,2.7,15.6,59.0,51.0
Cyanomitra olivacea,U,25.7,2.9,16.5,59.0,53.0
Cyanomitra olivacea,U,23.4,2.8,15.7,53.0,43.0
Cyanomitra olivacea,U,25.8,2.8,16.0,61.0,53.0
Cyanomitra olivacea,U,24.0,2.8,16.0,61.0,54.0
Cyanomitra olivacea,U,25.3,2.8,15.8,61.0,54.0
Cyanomitra olivacea,U,21.8,2.6,15.0,51.0,42.0
Cyanomitra olivacea,U,22.0,2.9,14.9,54.0,44.0
Cyanomitra olivacea,U,24.0,2.9,15.5,52.0,42.0
Cyanomitra olivacea,U,24.6,2.9,16.0,56.0,42.0
Cyanomitra olivacea,U,26.6,3.1,15.5,59.0,54.0
Cyanomitra olivacea,U,24.3,2.6,16.0,55.0,42.0
Cyanomitra olivacea,U,24.0,2.6,14.8,55.0,43.0
Cyanomitra olivacea,F,23.9,3.7,15.8,59.0,43.0
Cyanomitra olivacea,M,25.9,3.1,15.7,58.0,49.0
Eurillas latirostris,M,17.5,5.2,20.5,85.0,78.5
Eurillas latirostris,M,16.8,5.7,19.6,81.0,75.0
Eurillas latirostris,F,15.7,4.7,18.7,75.0,71.0
Eurillas latirostris,F,17.4,5.4,19.7,79.5,69.0
Eurillas latirostris,F,18.8,,18.1,78.0,73.0
Eurillas latirostris,M,18.8,,18.4,86.5,76.0
Eurillas latirostris,M,17.6,,19.4,85.0,79.0
Eurillas latirostris,F,19.3,,18.1,78.0,69.5
Eurillas latirostris,U,,,,88.0,82.0
Eurillas latirostris,U,,,,83.0,73.0
Eurillas latirostris,U,,,,79.0,77.0
Eurillas latirostris,U,,,,76.0,72.0
Eurillas latirostris,U,,,,79.0,77.0
Eurillas latirostris,U,,,,80.0,71.0
Eurillas latirostris,F,,,,78.0,75.0
Eurillas latirostris,U,,,,82.0,73.0
Eurillas latirostris,U,,,,78.0,75.0
Eurillas latirostris,U,,,,81.0,75.0
Eurillas latirostris,F,,,,79.0,
Eurillas latirostris,M,,,,83.0,78.0
Eurillas latirostris,U,,,,82.0,75.0
Eurillas latirostris,U,,,,72.0,76.0
Eurillas latirostris,U,,,,86.0,75.0
Eurillas latirostris,U,,,,88.0,76.0
Eurillas latirostris,U,,,,78.0,71.0
Eurillas latirostris,U,,,,77.0,66.0
Eurillas latirostris,U,,,,76.0,69.0
Eurillas latirostris,U,,,,70.0,57.0
Eurillas latirostris,U,,,,78.0,72.0
Eurillas latirostris,U,,,,84.0,75.0
Eurillas latirostris,F,,,,73.0,69.0
Eurillas latirostris,U,,,,75.0,66.0
Eurillas latirostris,U,,,,75.0,67.0
Eurillas latirostris,U,,,,72.0,66.0
Eurillas latirostris,U,,,,85.0,78.0
Eurillas latirostris,F,,,,80.0,65.0
Eurillas latirostris,F,,,,79.0,75.0
Eurillas latirostris,U,,,,79.0,75.0
Eurillas latirostris,U,,,,84.0,
Eurillas latirostris,U,,,,78.0,71.0
Eurillas latirostris,U,,,,76.0,71.0
Eurillas latirostris,U,,,,80.0,78.0
Eurillas latirostris,U,,,,75.0,76.0
Eurillas latirostris,U,,,,,73.0
Eurillas latirostris,U,,,,83.0,78.0
Eurillas latirostris,F,,,,77.0,70.0
Eurillas latirostris,U,,,,78.0,
Eurillas latirostris,F,,,,78.0,70.0
Eurillas latirostris,U,,,,80.0,73.0
Eurillas latirostris,U,,,,78.0,68.0
Eurillas latirostris,U,,,,78.0,74.0
Eurillas latirostris,U,,,20.8,72.0,66.0
Eurillas latirostris,U,,,,81.0,78.0
Eurillas latirostris,U,,,,78.0,72.0
Eurillas latirostris,U,,,,78.0,73.0
Eurillas latirostris,U,,,,76.0,74.0
Eurillas latirostris,U,,,,76.0,68.0
Eurillas latirostris,U,,,,81.0,73.0
Eurillas latirostris,U,,,,87.0,
Eurillas latirostris,U,,,,80.0,79.0
Eurillas latirostris,U,,,,75.0,71.0
Eurillas latirostris,U,,,,75.0,67.0
Eurillas latirostris,U,,,,78.0,74.0
Eurillas latirostris,U,,,,78.0,69.0
Eurillas latirostris,U,,,,76.0,70.0
Eurillas latirostris,F,,,,76.0,70.0
Eurillas latirostris,U,,,,77.0,69.0
Eurillas latirostris,F,,,,80.0,78.0
Eurillas latirostris,U,,,,,72.0
Eurillas latirostris,F,,,,83.0,78.0
Eurillas latirostris,F,,,,83.0,74.0
Eurillas latirostris,U,,,,,72.0
Eurillas latirostris,F,,,,78.0,76.0
Eurillas latirostris,F,,,,74.0,74.0
Eurillas latirostris,U,,,,77.0,71.0
Eurillas latirostris,M,,,,83.0,77.0
Eurillas latirostris,F,,,,75.0,66.0
Eurillas latirostris,F,,,,75.0,72.0
Eurillas latirostris,U,,,,76.0,71.0
Eurillas latirostris,F,,,,79.0,84.0
Eurillas latirostris,U,,,,83.0,77.0
Eurillas latirostris,F,,,,78.0,75.0
Eurillas latirostris,U,,,,72.0,66.0
Eurillas latirostris,U,,,,81.0,77.0
Eurillas latirostris,U,,,,84.0,78.0
Eurillas latirostris,U,,,,74.0,76.0
Eurillas latirostris,U,,,,82.0,78.0
Eurillas latirostris,F,,,,78.0,73.0
Eurillas latirostris,U,,,,83.0,75.0
Eurillas latirostris,F,,,,77.0,68.0
Eurillas latirostris,U,,,,77.0,73.0
Eurillas latirostris,F,,,,78.0,75.0
Eurillas latirostris,F,,,,78.0,76.0
Eurillas latirostris,U,,,,74.0,72.0
Eurillas latirostris,F,,,,77.0,72.0
Eurillas latirostris,U,,,,82.0,76.0
Eurillas latirostris,U,,,,82.0,87.0
Eurillas latirostris,U,,,,72.0,69.0
Eurillas latirostris,F,,,,76.0,74.0
Eurillas latirostris,M,,,,76.0,70.0
Eurillas latirostris,F,,,,76.0,70.0
Eurillas latirostris,F,,,,81.0,73.0
Eurillas latirostris,F,,,,80.0,75.0
Eurillas latirostris,F,,,,78.0,74.0
Eurillas latirostris,F,,,,75.0,71.0
Eurillas latirostris,U,,,,78.0,69.0
Eurillas latirostris,F,,,,78.0,70.0
Eurillas latirostris,U,,,,83.0,80.0
Eurillas latirostris,U,,,,89.0,71.0
Eurillas latirostris,U,,,,83.0,75.0
Eurillas latirostris,U,,,,82.0,75.0
Eurillas latirostris,U,,,,83.0,76.0
Eurillas latirostris,U,,,,84.0,83.0
Eurillas latirostris,F,,,,75.0,71.0
Eurillas latirostris,U,,,,75.0,73.0
Eurillas latirostris,U,,,,82.0,74.0
Eurillas latirostris,U,,,,73.0,66.0
Eurillas latirostris,U,,,,80.0,82.0
Eurillas latirostris,U,,,,78.0,69.0
Eurillas latirostris,F,,,,75.0,71.0
Eurillas latirostris,U,,,,79.0,71.0
Eurillas latirostris,U,,,,80.0,77.0
Eurillas latirostris,U,,,,81.0,
Eurillas latirostris,U,,,,76.0,71.0
Eurillas latirostris,F,,,,74.0,
Eurillas latirostris,U,,,,84.0,77.0
Eurillas latirostris,U,,,,82.0,76.0
Eurillas latirostris,U,,,,76.0,74.0
Eurillas latirostris,F,,,,79.0,68.0
Eurillas latirostris,U,,,,82.0,74.0
Eurillas latirostris,F,,,,78.0,75.0
Eurillas latirostris,F,,,,78.0,74.0
Eurillas latirostris,F,,,,78.0,75.0
Eurillas latirostris,F,,,,73.0,71.0
Eurillas latirostris,U,,,,78.0,71.0
Eurillas latirostris,M,,,,81.0,77.0
Eurillas latirostris,U,,,,82.0,77.0
Eurillas latirostris,U,,,,77.0,71.0
Eurillas latirostris,M,,,,85.0,70.0
Eurillas latirostris,U,,,,87.0,77.0
Eurillas latirostris,U,,,,83.0,74.0
Eurillas latirostris,U,,,,87.0,71.0
Eurillas latirostris,U,,,,87.0,81.0
Eurillas latirostris,U,,,,83.0,79.0
Eurillas latirostris,U,,,,78.0,73.0
Eurillas latirostris,M,,,,81.0,79.0
Eurillas latirostris,U,,,,78.0,74.0
Eurillas latirostris,U,,,,83.0,76.0
Eurillas latirostris,U,,,,82.0,77.0
Eurillas latirostris,U,,,,79.0,78.0
Eurillas latirostris,U,,,,77.0,73.0
Eurillas latirostris,F,,,,79.0,73.0
Eurillas latirostris,M,,,,82.0,79.0
Eurillas latirostris,U,,,,82.0,79.0
Eurillas latirostris,M,,,,85.0,81.0
Eurillas latirostris,U,,,,83.0,
Eurillas latirostris,U,,,,85.0,
Eurillas latirostris,U,,,,75.0,71.0
Eurillas latirostris,U,,,,74.0,70.0
Eurillas latirostris,M,,,,84.0,79.0
Eurillas latirostris,U,,,,82.0,75.0
Eurillas latirostris,M,,,,86.0,81.0
Eurillas latirostris,U,,,,77.0,72.0
Eurillas latirostris,U,,,,73.0,70.0
Eurillas latirostris,U,,,,84.0,77.0
Eurillas latirostris,U,,,,82.0,80.0
Eurillas latirostris,U,,,,82.0,74.0
Eurillas latirostris,U,,,,81.0,75.0
Eurillas latirostris,U,,,,74.0,69.0
Eurillas latirostris,U,,,,75.0,73.0
Eurillas latirostris,U,,,,83.0,82.0
Eurillas latirostris,F,,,,77.0,70.0
Eurillas latirostris,F,,,,79.0,74.0
Eurillas latirostris,F,,,,75.0,
Eurillas latirostris,U,,,,83.0,78.0
Eurillas latirostris,F,,,,76.0,74.0
Eurillas latirostris,F,,,,78.0,74.0
Eurillas latirostris,F,,,,76.0,73.0
Eurillas latirostris,F,,,,74.0,72.0
Eurillas latirostris,F,,,,77.0,68.0
Eurillas latirostris,F,,,,79.0,71.0
Eurillas latirostris,F,,,,77.0,77.0
Eurillas latirostris,F,,,,76.0,75.0
Eurillas latirostris,U,,,,73.0,72.0
Eurillas latirostris,F,,,,78.0,70.0
Eurillas latirostris,F,,,,77.0,72.0
Eurillas latirostris,U,,,,87.0,81.0
Eurillas latirostris,U,,,,84.0,75.0
Eurillas latirostris,F,,,,77.0,71.0
Eurillas latirostris,M,,,,79.0,72.0
Eurillas latirostris,U,,,,,82.0
Eurillas latirostris,U,,,,82.0,76.0
Eurillas latirostris,U,,,,76.0,68.0
Eurillas latirostris,F,,,,76.0,71.0
Eurillas latirostris,U,,,,78.0,70.0
Eurillas latirostris,U,,,,87.0,78.0
Eurillas latirostris,M,,,,86.0,79.0
Eurillas latirostris,U,,,,87.0,78.0
Eurillas latirostris,U,,,,75.0,73.0
Eurillas latirostris,U,,,,69.0,69.0
Eurillas latirostris,U,,,,78.0,71.0
Eurillas latirostris,F,,,,78.0,71.0
Eurillas latirostris,U,,,,78.0,72.0
Eurillas latirostris,U,,,,82.0,76.0
Eurillas latirostris,U,,,,86.0,79.0
Eurillas latirostris,U,,,,82.0,80.0
Eurillas latirostris,U,,,,78.0,74.0
Eurillas latirostris,U,,,,77.0,69.0
Eurillas latirostris,U,,,,81.0,75.0
Eurillas latirostris,U,,,,83.0,79.0
Eurillas latirostris,U,,,,82.0,76.0
Eurillas latirostris,U,,,,80.0,72.0
Eurillas latirostris,U,,,,83.0,73.0
Eurillas latirostris,U,,,,83.0,72.0
Eurillas latirostris,U,,,,78.0,68.0
Eurillas latirostris,U,,,,85.0,78.0
Eurillas latirostris,U,,,,85.0,78.0
Eurillas latirostris,U,,,,87.0,79.0
Eurillas latirostris,U,,,,88.0,85.0
Eurillas latirostris,U,,,,89.0,83.0
Eurillas latirostris,U,,,,83.0,79.0
Eurillas latirostris,U,,,,82.0,77.0
Eurillas latirostris,U,,,,73.0,69.0
Eurillas latirostris,U,,,,75.0,70.0
Eurillas latirostris,M,,,,73.0,79.0
Eurillas latirostris,M,,,,81.0,75.0
Eurillas latirostris,U,,,,79.0,75.0
Eurillas latirostris,U,,,,83.0,74.0
Eurillas latirostris,U,,,,87.0,75.0
Eurillas latirostris,M,,,,73.0,87.0
Eurillas latirostris,U,,,,86.0,81.0
Eurillas latirostris,U,,,,74.0,72.0
Eurillas latirostris,U,,,,74.0,70.0
Eurillas latirostris,M,,,,88.0,80.0
Eurillas latirostris,U,,,,77.0,80.0
Eurillas latirostris,U,,,,79.0,
Eurillas latirostris,U,,,,78.0,71.0
Eurillas latirostris,U,,,,80.0,76.0
Eurillas latirostris,U,,,,80.0,75.0
Eurillas latirostris,U,,,,82.0,77.0
Eurillas latirostris,U,,,,88.0,83.0
Eurillas latirostris,U,,,,81.0,75.0
Eurillas latirostris,U,,,,77.0,72.0
Eurillas latirostris,U,,,,79.0,77.0
Eurillas latirostris,U,,,,81.0,76.0
Eurillas latirostris,M,,,,85.0,81.0
Eurillas latirostris,U,,,,82.0,
Eurillas latirostris,U,,,,78.0,76.0
Eurillas latirostris,U,,,,81.0,74.0
Eurillas latirostris,U,,,,78.0,75.0
Eurillas latirostris,U,,,,75.0,79.0
Eurillas latirostris,U,,,,78.0,75.0
Eurillas latirostris,U,,,,83.0,78.0
Eurillas latirostris,U,,,,75.0,70.0
Eurillas latirostris,U,,,,78.0,75.0
Eurillas latirostris,U,,,,82.0,77.0
Eurillas latirostris,U,,,,77.0,75.0
Eurillas latirostris,F,,,,78.0,75.0
Eurillas latirostris,F,,,,76.0,73.0
Eurillas latirostris,U,,,,81.0,77.0
Eurillas latirostris,F,,,,81.0,76.0
Eurillas latirostris,U,,,,83.0,81.0
Eurillas latirostris,U,,,,81.0,75.0
Eurillas latirostris,U,,,,78.0,74.0
Eurillas latirostris,M,,,,84.0,79.0
Eurillas latirostris,U,,,,84.0,77.0
Eurillas latirostris,U,,,,83.0,79.0
Eurillas latirostris,U,,,,74.0,67.0
Eurillas latirostris,U,,,,82.0,79.0
Eurillas latirostris,U,,,,83.0,81.0
Eurillas latirostris,U,,,,84.0,80.0
Eurillas latirostris,U,,,,79.0,75.0
Eurillas latirostris,U,,,,76.0,71.0
Eurillas latirostris,F,,,,75.0,68.0
Eurillas latirostris,U,,,,75.0,67.0
Eurillas latirostris,U,,,,83.0,78.0
Eurillas latirostris,U,,,,78.0,
Eurillas latirostris,U,,,,,80.0
Eurillas latirostris,U,,,,76.0,82.0
Eurillas latirostris,U,,,,75.0,69.0
Eurillas latirostris,U,,,,79.0,79.0
Eurillas latirostris,U,,,,78.0,75.0
Eurillas latirostris,U,,,,74.0,73.0
Eurillas latirostris,U,,,,78.0,74.0
Eurillas latirostris,U,,,,76.0,77.0
Eurillas latirostris,M,,,,82.0,78.0
Eurillas latirostris,U,,,,82.0,74.0
Eurillas latirostris,U,,,,74.0,71.0
Eurillas latirostris,U,,,,76.0,73.0
Eurillas latirostris,U,,,,83.0,77.0
Eurillas latirostris,U,,,,85.0,81.0
Eurillas latirostris,U,,,,78.0,73.0
Eurillas latirostris,U,,,,85.0,81.0
Eurillas latirostris,U,,,,81.0,75.0
Eurillas latirostris,U,,,,84.0,78.0
Eurillas latirostris,U,,,,86.0,81.0
Eurillas latirostris,U,,,,85.0,77.0
Eurillas latirostris,U,,,,78.0,72.0
Eurillas latirostris,U,,,,76.0,75.0
Eurillas latirostris,U,,,,79.0,72.0
Eurillas latirostris,U,,,,77.0,72.0
Eurillas latirostris,U,,,,82.0,81.0
Eurillas latirostris,U,,,,83.0,79.0
Eurillas latirostris,U,,,,78.0,76.0
Eurillas latirostris,U,,,,88.0,
Eurillas latirostris,U,,,,80.0,74.0
Eurillas latirostris,U,,,,80.0,78.0
Eurillas latirostris,U,,,,84.0,83.0
Eurillas latirostris,U,,,,80.0,70.0
Eurillas latirostris,U,,,,84.0,79.0
Eurillas latirostris,U,,,,87.0,86.0
Eurillas latirostris,U,,,,89.0,82.0
Eurillas latirostris,U,,,,72.0,
Eurillas latirostris,U,,,,83.0,71.0
Eurillas latirostris,U,,,,81.0,73.0
Eurillas latirostris,U,,,,80.0,73.0
Eurillas latirostris,U,,,,87.0,72.0
Eurillas latirostris,U,,,,81.0,78.0
Eurillas latirostris,U,,,,85.0,87.0
Eurillas latirostris,U,,,,82.0,77.0
Eurillas latirostris,U,,,,72.0,76.0
Eurillas latirostris,U,,,,78.0,72.0
Eurillas latirostris,U,,,,75.0,83.0
Eurillas latirostris,U,,,,83.0,63.0
Eurillas latirostris,U,,,,74.0,70.0
Eurillas latirostris,U,,,,77.0,75.0
Eurillas latirostris,U,,,,82.0,78.0
Eurillas latirostris,U,,,,80.0,73.0
Eurillas latirostris,U,,,,80.5,75.0
Eurillas latirostris,U,,,,82.0,80.0
Eurillas latirostris,U,,,,82.0,73.0
Eurillas latirostris,U,,,,82.0,76.0
Eurillas latirostris,U,,,,83.0,78.0
Eurillas latirostris,U,,,,,68.0
Eurillas latirostris,U,,,,78.0,72.0
Eurillas latirostris,U,,,,89.0,
Eurillas latirostris,U,,,,83.0,80.0
Eurillas latirostris,U,,,,80.0,73.0
Eurillas latirostris,U,,,,86.0,78.0
Eurillas latirostris,U,,,,79.0,74.0
Eurillas latirostris,U,,,,73.0,70.0
Eurillas latirostris,U,,,,76.0,72.0
Eurillas latirostris,U,,,,77.0,66.0
Eurillas latirostris,U,,,,77.0,70.0
Eurillas latirostris,F,,,,78.0,62.0
Eurillas latirostris,U,,,,73.0,68.0
Eurillas latirostris,U,,,,77.0,72.0
Eurillas latirostris,U,,,,78.0,74.0
Eurillas latirostris,U,,,,83.0,
Eurillas latirostris,U,,,,79.0,75.0
Eurillas latirostris,U,,,,82.0,75.0
Eurillas latirostris,U,,,,90.0,75.0
Eurillas latirostris,U,,,,80.0,75.0
Eurillas latirostris,U,,,,84.0,75.0
Eurillas latirostris,U,,,,79.0,
Eurillas latirostris,U,,,,80.0,75.0
Eurillas latirostris,U,,,,77.0,75.0
Eurillas latirostris,U,,,,84.0,78.0
Eurillas latirostris,U,,,,75.0,68.0
Eurillas latirostris,U,,,,83.0,76.0
Eurillas latirostris,U,,,,72.0,68.0
Eurillas latirostris,U,,,,76.0,79.0
Eurillas latirostris,U,,,,77.0,70.0
Eurillas latirostris,U,,,,75.0,75.0
Eurillas latirostris,U,,,,75.0,68.0
Eurillas latirostris,U,,,,86.0,78.0
Eurillas latirostris,U,,,,81.0,73.0
Eurillas latirostris,U,,,,77.0,82.0
Eurillas latirostris,U,,,,85.0,86.0
Eurillas latirostris,U,,,,86.0,87.0
Eurillas latirostris,U,,,,78.0,71.0
Eurillas latirostris,F,,,,76.0,71.0
Eurillas latirostris,U,,,,78.0,69.0
Eurillas latirostris,U,,,,76.0,71.0
Eurillas latirostris,U,,,,85.0,80.0
Eurillas latirostris,U,,,,86.0,73.0
Eurillas latirostris,U,,,,80.0,77.0
Eurillas latirostris,U,,,,77.0,71.0
Eurillas latirostris,U,,,,78.0,69.0
Eurillas latirostris,U,,,,79.0,68.0
Eurillas latirostris,U,,,,78.0,71.0
Eurillas latirostris,U,,,,86.0,
Eurillas latirostris,U,,,,83.0,77.0
Eurillas latirostris,U,,,,81.0,75.0
Eurillas latirostris,U,,,,85.0,80.0
Eurillas latirostris,U,,,,76.0,72.0
Eurillas latirostris,F,,,,80.0,74.0
Eurillas latirostris,U,,,,76.0,
Eurillas latirostris,U,,,,85.0,80.0
Eurillas latirostris,U,,,,81.0,76.0
Eurillas latirostris,U,,,,81.0,79.0
Eurillas latirostris,U,,,,88.0,74.0
Eurillas latirostris,U,,,,79.0,75.0
Eurillas latirostris,U,,,,71.0,69.0
Eurillas latirostris,U,,,,81.0,75.0
Eurillas latirostris,U,,,,76.0,70.0
Eurillas latirostris,F,,,,76.0,71.0
Eurillas latirostris,U,,,,83.0,79.0
Eurillas latirostris,U,,,,77.0,70.0
Eurillas latirostris,U,,,,78.0,75.0
Eurillas latirostris,U,,,,81.0,75.0
Eurillas latirostris,U,,,,76.0,72.0
Eurillas latirostris,U,,,,80.0,79.0
Eurillas latirostris,U,,,,85.0,80.0
Eurillas latirostris,U,,,,84.0,71.0
Eurillas latirostris,U,,,,79.0,72.0
Eurillas latirostris,U,,,,81.0,72.0
Eurillas latirostris,U,,,,86.0,82.0
Eurillas latirostris,U,,,,75.0,69.0
Eurillas latirostris,U,,,,79.0,73.0
Eurillas latirostris,U,,,,80.0,76.0
Eurillas latirostris,U,,,,83.0,75.0
Eurillas latirostris,U,,,,78.0,76.0
Eurillas latirostris,U,,,,79.0,75.0
Eurillas latirostris,U,,,,80.0,72.0
Eurillas latirostris,U,,,,79.0,66.0
Eurillas latirostris,U,,,,84.0,87.0
Eurillas latirostris,F,,,,76.0,73.0
Eurillas latirostris,U,,,,79.0,71.0
Eurillas latirostris,U,,,,77.0,70.0
Eurillas latirostris,U,,,,78.0,72.0
Eurillas latirostris,U,,,,74.0,75.0
Eurillas latirostris,U,,,,81.0,74.0
Eurillas latirostris,U,,,,84.0,79.0
Eurillas latirostris,U,,,,83.0,88.0
Eurillas latirostris,U,,,,79.0,75.0
Eurillas latirostris,U,,,,78.0,70.0
Eurillas latirostris,U,,,,80.0,76.0
Eurillas latirostris,U,,,,78.0,71.0
Eurillas latirostris,U,,,,78.0,73.0
Eurillas latirostris,U,,,,80.0,68.0
Eurillas latirostris,U,,,,76.0,69.0
Eurillas latirostris,U,,,,75.0,70.0
Eurillas latirostris,U,,,,76.0,68.0
Eurillas latirostris,U,,,,76.0,58.0
Eurillas latirostris,U,,,,78.0,70.0
Eurillas latirostris,U,,,,83.0,71.0
Eurillas latirostris,U,,,,80.0,73.0
Eurillas latirostris,F,,,,78.0,72.0
Eurillas latirostris,M,,,,85.0,81.0
